Code,Town_Japanese,Prefecture_Town_Japanese,Prefecture_English,Prefecture_Town_English,Town_English,SP,WP,BP,Redundancy,Diversity,PV_output_2018,Windspeed_2018,PercentForest_cover,PercentEmployment_EGHW_2009,Population_2010,Area_inhabitable_2010,Land_price_residential_2009,ku_LDP_voteshare_2012,Crime_Rate_2008,Income_taxable_per_capita_2010,Unemployment_2010,Financial_Str_Index_2010,PercentChange_CO2_industry_2000_03
20363,??,??? ??,Nagano,Nagano-ken Hara-mura,Hara-mura,87,0,0,118,2,1498,6.52,45.57225434,0.052819226,7573,2385,18000,43.87186989,2.905057441,1159454.906,3.8,38,15.86
20382,???,??? ???,Nagano,Nagano-ken Tatsuno-machi,Tatsuno-machi,145,0,0,145,1,1417,6.33,84.74145072,0.066956813,20909,2546,26200,52.25145999,6.74350758,1175064.135,6,55,-7.93
20383,???,??? ???,Nagano,Nagano-ken Minowa-machi,Minowa-machi,229,0,0,229,1,1462,6.27,63.50441245,0.148775463,26214,3130,28900,52.25145999,6.523231861,1130195.392,6.7,68,10.4
20384,???,??? ???,Nagano,Nagano-ken Iijima-machi,Iijima-machi,139,0,0,139,1,1406,6.52,64.81481481,0.161583518,9902,2949,13800,52.25145999,5.049484953,1085050.697,4.4,45,-5.28
20385,????,??? ????,Nagano,Nagano-ken Minamiminowa-mura,Minamiminowa-mura,108,0,0,108,1,1328,6.03,56.67481663,0.061885443,14543,1757,19700,52.25145999,8.457677233,1214204.978,5,65,3.64
20386,???,??? ???,Nagano,Nagano-ken Nakagawa-mura,Nakagawa-mura,53,0,0,53,1,1491,5.52,74.66580143,0.078833268,5074,1910,4800,52.25145999,3.941663382,1029664.762,3,23,-13.98
20388,???,??? ???,Nagano,Nagano-ken Miyada-mura,Miyada-mura,49,0,0,49,1,1327,7.09,72.1570066,0.066859817,8974,1481,26700,52.25145999,4.903053265,1214849.677,4,54,-19.74
20402,???,??? ???,Nagano,Nagano-ken Matsukawa-machi,Matsukawa-machi,228,0,0,228,1,1475,5.24,64.63648834,0.095057034,13676,2607,17600,52.25145999,3.656039778,1014106.464,4.4,38,2.7
20403,???,??? ???,Nagano,Nagano-ken Takamori-machi,Takamori-machi,111,0,0,111,1,1449,4.74,55.98762704,0.030266344,13216,1996,18000,58.72014144,7.188256659,1062705.811,3.4,40,-8.06
20404,???,??? ???,Nagano,Nagano-ken Anan-cho,Anan-cho,65,0,0,65,1,1381,6.01,82.85366842,0.091659028,5455,1891,3700,52.25145999,6.782768103,786718.2401,3.2,18,-10.38
20407,???,??? ???,Nagano,Nagano-ken Achi-mura,Achi-mura,39,0,0,39,1,1308,5.49,89.42975708,0.071063104,7036,2181,5800,52.25145999,7.248436612,926454.946,4.1,22,-12.29
20409,???,??? ???,Nagano,Nagano-ken Hiraya-mura,Hiraya-mura,13,0,0,13,1,1308,6.72,94.83204134,0.177619893,563,294,3400,52.25145999,3.552397869,797300.1776,12.1,15,-24.47
20410,???,??? ???,Nagano,Nagano-ken Neba-mura,Neba-mura,82,0,0,82,1,1305,6.59,90.87270706,0,1129,744,5600,52.25145999,3.54295837,914906.1116,2.5,11,34.96
20411,???,??? ???,Nagano,Nagano-ken Shimojo-mura,Shimojo-mura,52,0,0,52,1,1391,5.32,68.69357408,0,4200,1154,6200,52.25145999,5.952380952,916704.2857,4.6,22,13.66
20412,???,??? ???,Nagano,Nagano-ken Urugi-mura,Urugi-mura,7,0,0,7,1,1357,6.44,86.54420207,0.152439024,656,523,3700,52.25145999,4.573170732,692922.2561,1.4,11,3.87
20413,???,??? ???,Nagano,Nagano-ken Tenryu-mura,Tenryu-mura,3,0,0,3,1,1281,7.07,93.43738591,2.051901026,1657,754,8000,52.25145999,3.017501509,807119.4931,2.6,15,-40.97
20414,???,??? ???,Nagano,Nagano-ken Yasuoka-mura,Yasuoka-mura,7,0,0,8,2,1420,5.25,85.54384878,0,1910,826,2300,52.25145999,3.664921466,834424.0838,5.6,16,-45.1
20415,???,??? ???,Nagano,Nagano-ken Takagi-mura,Takagi-mura,54,0,0,54,1,1442,4.29,78.86520564,0.044829647,6692,1394,14800,52.25145999,3.885236103,971206.0669,4.3,26,-3.42
20416,???,??? ???,Nagano,Nagano-ken Toyooka-mura,Toyooka-mura,27,0,0,27,1,1461,4.85,78.88093689,0.087989441,6819,1599,15800,52.25145999,3.372928582,977371.1688,3.4,29,15.84
20417,???,??? ???,Nagano,Nagano-ken Oshika-mura,Oshika-mura,2,0,0,2,1,1317,6.83,89.66378095,0.086206897,1160,2548,2400,52.25145999,3.448275862,642676.7241,5.6,17,-26.05
20422,???,??? ???,Nagano,Nagano-ken Agematsu-machi,Agematsu-machi,2,0,0,2,1,1376,6.67,89.67768742,1.906577693,5245,1975,23800,43.87186989,4.957102002,1054318.97,3.9,28,-20.4
20423,????,??? ????,Nagano,Nagano-ken Nagiso-machi,Nagiso-machi,12,0,0,12,1,1299,5.54,88.849787,0.187110187,4810,2352,9500,43.87186989,2.910602911,1024325.988,3.4,25,-37.81
20425,???,??? ???,Nagano,Nagano-ken Kiso-mura,Kiso-mura,2,0,0,2,1,1398,7.44,90.37448384,0.095724314,3134,1281,13800,43.87186989,4.148053606,1040415.124,4.1,45,-28.18
20429,???,??? ???,Nagano,Nagano-ken Otaki-mura,Otaki-mura,3,0,0,3,1,1261,7.42,88.16187351,1.243523316,965,3460,8200,43.87186989,6.21761658,903987.5648,3.8,24,32.56
20430,???,??? ???,Nagano,Nagano-ken Okuwa-mura,Okuwa-mura,99,0,0,99,1,1364,6.19,85.97142248,0.265379976,4145,3270,8900,43.87186989,2.653799759,1091297.467,4,27,-32.88
20432,???,??? ???,Nagano,Nagano-ken Kiso-machi,Kiso-machi,176,0,0,177,2,1418,6.41,87.86707558,0.376677392,12743,5371,15800,43.87186989,6.277956525,1104687.907,5.2,32,33.9
20446,???,??? ???,Nagano,Nagano-ken Omi-mura,Omi-mura,20,0,0,20,1,1395,6.98,67.91739383,0.134680135,2970,1080,21500,39.49194821,3.03030303,928350.8418,4,19,-5.11
20448,???,??? ???,Nagano,Nagano-ken Ikusaka-mura,Ikusaka-mura,34,0,0,35,2,1354,5.6,76.34077496,0,1953,922,8000,39.49194821,8.192524322,910771.1214,6.3,15,305.18
20450,???,??? ???,Nagano,Nagano-ken Yamagata-mura,Yamagata-mura,36,0,0,36,1,1386,6.89,51.44346431,0.083086053,8425,1211,24400,39.49194821,6.765578635,1140876.083,3.5,40,-36.36
20451,???,??? ???,Nagano,Nagano-ken Asahi-mura,Asahi-mura,30,0,0,33,2,1266,7.68,86.70536599,0.674963088,4741,921,16800,39.49194821,5.273149125,1064826.619,4.5,29,-30.06
20452,???,??? ???,Nagano,Nagano-ken Chikuhoku-mura,Chikuhoku-mura,94,0,0,94,1,1406,6.97,83.65829146,0.096674401,5172,1578,9900,39.49194821,3.09358082,949223.8979,5.4,19,-31.22
20481,???,??? ???,Nagano,Nagano-ken Ikeda-machi,Ikeda-machi,31,0,0,31,1,1370,5.09,53.7580886,0.019362959,10329,1869,16200,52.88464524,4.066221319,1095444.186,6,35,-10.27
20482,???,??? ???,Nagano,Nagano-ken Matsukawa-mura,Matsukawa-mura,38,0,0,38,1,1293,6.44,54.69413764,0.049539285,10093,2133,18000,39.49194821,7.926285544,1048065.491,6.3,39,-7.02
20485,???,??? ???,Nagano,Nagano-ken Hakuba-mura,Hakuba-mura,0,0,0,0,0,1165,8.93,69.59391667,0.347637154,9205,5572,8900,39.49194821,13.3623031,893478.0011,8.2,49,-46.71
20486,???,??? ???,Nagano,Nagano-ken Otari-mura,Otari-mura,1,0,0,1,1,1221,9.49,84.32309358,0.683017696,3221,3722,11900,39.49194821,13.97081652,809984.4769,2.5,25,-69.27
20521,???,??? ???,Nagano,Nagano-ken Sakaki-machi,Sakaki-machi,160,0,0,160,1,1432,7.25,66.77852349,0.019071837,15730,1778,31900,24.86936812,7.755880483,1119229.816,5.9,75,-2.25
20541,????,??? ????,Nagano,Nagano-ken Obuse-machi,Obuse-machi,48,0,0,48,1,1379,6.24,13.47666492,0.04515896,11072,1649,48300,32.69614205,6.412572254,1098130.148,3.8,40,-0.16
20543,???,??? ???,Nagano,Nagano-ken Takayama-mura,Takayama-mura,32,0,0,32,1,1135,7.31,83.62436548,0.052889065,7563,1423,27000,32.69614205,5.553351845,990985.4555,4.4,28,26.98
20561,????,??? ????,Nagano,Nagano-ken Yamanouchi-machi,Yamanouchi-machi,24,0,0,24,1,1175,8.09,86.66942428,0.095043135,13678,2942,31700,32.69614205,9.796753911,867154.2623,5,52,-2.37
20562,????,??? ????,Nagano,Nagano-ken Kijimadaira-mura,Kijimadaira-mura,4,0,0,4,1,1188,7.45,81.43187997,0.101235068,4939,1817,6400,32.69614205,1.822231221,911489.3703,4.7,19,13.14
20563,?????,??? ?????,Nagano,Nagano-ken Nozawaonsen-mura,Nozawaonsen-mura,0,0,0,0,0,1152,7.3,78.55047455,0.103815209,3853,1075,30000,32.69614205,10.12198287,716434.7262,3,27,-37.84
20583,???,??? ???,Nagano,Nagano-ken Shinano-machi,Shinano-machi,20,0,0,21,2,1230,7.47,71.84296912,0.108248539,9238,3561,11000,39.49194821,6.603160857,983123.0786,4.5,42,19.73
20588,???,??? ???,Nagano,Nagano-ken Ogawa-mura,Ogawa-mura,1,0,0,2,2,1271,5.39,70.51833993,0.03288392,3041,1660,10000,39.49194821,2.301874383,824191.0556,4.2,14,-8.23
20590,???,??? ???,Nagano,Nagano-ken Iizuna-machi,Iizuna-machi,43,0,0,43,1,1323,5.72,54.06984464,0.0842815,11865,3397,12100,39.49194821,5.141171513,1098386.684,4,32,-24.93
20602,??,??? ??,Nagano,Nagano-ken Sakae-mura,Sakae-mura,0,0,0,0,0,1065,6.53,86.64874222,0,2215,3489,5900,32.69614205,17.15575621,743845.5982,2.9,14,-47.34
21201,???,??? ???,Gifu,Gifu-ken Gifu-shi,Gifu-shi,1021,0,1,1022,2,1351,4.63,29.45438415,0.286588436,413136,14239,76300,50.37384993,19.65212424,1394414.065,5.9,84,-9.59
21202,???,??? ???,Gifu,Gifu-ken Ogaki-shi,Ogaki-shi,483,0,0,483,1,1347,4.98,52.64865388,0.224621494,161160,9662,59400,63.43889655,19.32241251,1340270.712,6.7,95,-12.49
21203,???,??? ???,Gifu,Gifu-ken Takayama-shi,Takayama-shi,606,0,1,610,3,1294,5.61,87.09859621,0.161730299,92747,26377,41900,53.07317116,9.369575296,1163362.341,3.7,54,-13.6
21204,????,??? ????,Gifu,Gifu-ken Tajimi-shi,Tajimi-shi,396,0,1,397,2,1367,5.25,48.96975011,0.160753142,112595,4248,36800,55.5760104,11.90106133,1395387.015,5.2,77,-35.24
21205,??,??? ??,Gifu,Gifu-ken Seki-shi,Seki-shi,546,0,0,548,2,1366,4.72,81.04009813,0.142203942,91418,8819,25200,50.81692202,13.8265987,1184754.84,5.7,64,2.12
21206,????,??? ????,Gifu,Gifu-ken Nakatsugawa-shi,Nakatsugawa-shi,1459,0,0,1467,3,1329,5.31,77.73884503,0.140897293,80910,14456,13700,55.5760104,6.167346434,1212845.47,4.6,51,-31.23
21207,???,??? ???,Gifu,Gifu-ken Mino-shi,Mino-shi,176,0,0,179,2,1345,4.66,78.82956002,0.057448407,22629,2416,30500,50.81692202,10.78262407,1154772.593,5.9,58,12.16
21208,???,??? ???,Gifu,Gifu-ken Mizunami-shi,Mizunami-shi,454,0,0,454,1,1357,5.02,69.71428571,0.123802214,40387,5078,24100,55.5760104,10.25082328,1204704.756,6.2,66,-41.76
21209,???,??? ???,Gifu,Gifu-ken Hashima-shi,Hashima-shi,352,0,0,352,1,1369,5.17,0,0.043156689,67197,5364,43900,50.81692202,16.34001518,1256366.549,6,77,-8.65
21210,???,??? ???,Gifu,Gifu-ken Ena-shi,Ena-shi,1032,0,1,1033,2,1356,4.64,76.53463972,0.091217097,53718,10990,14500,55.5760104,7.948918426,1156390.484,4.8,52,-25.17
21211,?????,??? ?????,Gifu,Gifu-ken Minokamo-shi,Minokamo-shi,390,0,0,390,1,1374,4.76,39.83424676,0.478722432,54729,4371,28900,53.07317116,15.73206161,1194454.092,5.6,84,-14.77
21212,???,??? ???,Gifu,Gifu-ken Toki-shi,Toki-shi,460,0,0,460,1,1366,5.06,66.40806827,0.117403886,60475,3509,29000,55.5760104,10.43406366,1157088.863,5.4,61,-44.24
21213,????,??? ????,Gifu,Gifu-ken Kakamigahara-shi,Kakamigahara-shi,500,0,8,508,2,1370,4.78,20.8271619,0.171011785,145604,6925,54700,50.81692202,16.10532678,1369323.377,5,96,1.85
21214,???,??? ???,Gifu,Gifu-ken Kani-shi,Kani-shi,413,0,0,413,1,1377,4.9,38.61872146,0.147789318,97436,5137,34100,53.07317116,13.18814401,1402340.736,5.3,93,-22.91
21215,???,??? ???,Gifu,Gifu-ken Yamagata-shi,Yamagata-shi,368,0,0,368,1,1329,4.49,83.86777157,0.037125789,29629,3568,23700,50.81692202,9.922710858,1123736.576,5.2,47,-19.79
21216,???,??? ???,Gifu,Gifu-ken Mizuho-shi,Mizuho-shi,181,0,1,182,2,1361,4.76,0,0.01732435,51950,2819,55800,50.81692202,20.19249278,1298413.455,6.9,83,36.12
21217,???,??? ???,Gifu,Gifu-ken Hida-shi,Hida-shi,43,0,0,52,2,1246,5.78,92.12681905,0.269340117,26732,5791,23900,53.07317116,7.032769714,1129742.78,3.9,37,-6.19
21218,???,??? ???,Gifu,Gifu-ken Motosu-shi,Motosu-shi,328,0,0,328,1,1334,4.63,85.19635849,0.04565298,35047,5558,30900,50.81692202,18.66065569,1228412.903,5.4,75,-19.21
21219,???,??? ???,Gifu,Gifu-ken Gujo-shi,Gujo-shi,236,0,0,238,2,1271,5.5,89.6574472,0.195545166,44491,10343,23700,53.07317116,6.990177789,1058421.006,4,34,7.59
21220,???,??? ???,Gifu,Gifu-ken Gero-shi,Gero-shi,202,0,0,204,2,1288,6.69,89.75747891,0.572781847,36314,8489,19900,53.07317116,5.700280883,1070524.811,4.3,42,-6.61
21221,???,??? ???,Gifu,Gifu-ken Kaizu-shi,Kaizu-shi,280,0,0,280,1,1344,5.88,26.99670555,0.063256108,37941,8185,28400,63.43889655,13.65277668,1222663.794,5.8,59,-15.58
21302,???,??? ???,Gifu,Gifu-ken Ginan-cho,Ginan-cho,71,0,0,71,1,1369,4.75,0,0.033607797,23804,790,61300,50.81692202,28.94471517,1364681.02,7,100,-21.52
21303,???,??? ???,Gifu,Gifu-ken Kasamatsu-cho,Kasamatsu-cho,71,0,0,71,1,1367,4.87,0,0.043842343,22809,1036,62300,50.81692202,16.48472094,1240333.202,6.9,75,8.09
21341,???,??? ???,Gifu,Gifu-ken Yoro-cho,Yoro-cho,245,0,0,245,1,1304,6.36,25.33961741,0.028724627,31332,5376,31800,63.43889655,11.48985063,1191151.379,7.8,65,-27.48
21361,???,??? ???,Gifu,Gifu-ken Tarui-cho,Tarui-cho,116,0,0,116,1,1294,5.9,57.66538327,0.024557095,28505,2411,44600,63.43889655,12.03297667,1222465.497,5.6,72,-26.51
21362,????,??? ????,Gifu,Gifu-ken Sekigahara-cho,Sekigahara-cho,62,0,0,62,1,1248,7,77.17589775,0.123517787,8096,1097,24600,63.43889655,14.94565217,1259500.494,5.5,64,-32.5
21381,???,??? ???,Gifu,Gifu-ken Godo-cho,Godo-cho,77,0,0,77,1,1331,4.88,0,0.034886618,20065,1877,40700,63.43889655,10.71517568,1268330.077,6.8,81,-38.23
21382,????,??? ????,Gifu,Gifu-ken Wanouchi-cho,Wanouchi-cho,78,0,0,78,1,1358,5.34,0,0.009972078,10028,2236,27900,63.43889655,13.56202633,1150689.17,5.8,63,-32.32
21383,???,??? ???,Gifu,Gifu-ken Anpachi-cho,Anpachi-cho,70,0,0,70,1,1365,5.12,0,0.045838517,15271,1818,47500,63.43889655,12.11446533,1213015.913,6.9,73,-20.59
21401,????,??? ????,Gifu,Gifu-ken Ibigawa-cho,Ibigawa-cho,288,0,0,288,1,1137,6.59,90.97650806,0.264883956,23784,6200,14100,63.43889655,7.526067945,1170438.404,5.6,43,-32.68
21403,???,??? ???,Gifu,Gifu-ken Ono-cho,Ono-cho,171,0,0,171,1,1337,4.84,16.06202458,0.008382581,23859,2843,31300,63.43889655,8.466406807,1167805.524,5.1,67,-25.5
21404,???,??? ???,Gifu,Gifu-ken Ikeda-cho,Ikeda-cho,74,0,0,74,1,1242,6.06,40.29389018,0.004003203,24980,2295,33800,39.49194821,10.24819856,1189433.787,6,62,-34.05
21421,???,??? ???,Gifu,Gifu-ken Kitagata-cho,Kitagata-cho,66,0,0,66,1,1355,4.58,0,0.021745039,18395,517,58300,50.81692202,21.31013862,1252080.946,8,67,-10.52
21501,???,??? ???,Gifu,Gifu-ken Sakahogi-cho,Sakahogi-cho,62,0,0,62,1,1367,4.77,36.22963538,0.047841167,8361,815,28300,53.07317116,20.21289319,1157120.201,5.9,67,-15.19
21502,???,??? ???,Gifu,Gifu-ken Tomika-cho,Tomika-cho,107,0,0,107,1,1377,4.68,38.882283,0,5516,1001,25100,53.07317116,9.970993474,1099143.22,5.4,45,30.14
21503,???,??? ???,Gifu,Gifu-ken Kawabe-cho,Kawabe-cho,274,0,1,276,3,1367,4.83,70.25254978,0.358727462,10593,1211,22000,53.07317116,7.929764939,1159517.7,4.3,51,-35.67
21504,???,??? ???,Gifu,Gifu-ken Hichiso-cho,Hichiso-cho,82,0,0,82,1,1305,5,89.95247043,0.156110616,4484,866,11800,53.07317116,4.906333631,1024391.615,7.4,36,-16.83
21505,????,??? ????,Gifu,Gifu-ken Yaotsu-cho,Yaotsu-cho,408,0,1,409,2,1352,4.82,80.01707942,0.132835201,12045,2387,21600,53.07317116,3.652968037,1124991.698,5,44,-19.82
21506,???,??? ???,Gifu,Gifu-ken Shirakawa-cho,Shirakawa-cho,480,0,0,480,1,1350,5.24,88.37698096,0.167890871,9530,2712,16900,53.07317116,5.246589717,954429.276,3.3,29,14.76
21507,????,??? ????,Gifu,Gifu-ken Higashishirakawa-mura,Higashishirakawa-mura,62,0,0,62,1,1330,5.21,89.92078981,0,2514,863,4300,53.07317116,3.182179793,914122.1161,3.7,16,2.44
21521,???,??? ???,Gifu,Gifu-ken Mitake-cho,Mitake-cho,168,0,0,168,1,1363,4.81,59.40646529,0.069060773,18824,2222,23500,53.07317116,8.021674458,1202936.677,5.4,68,-28.11
21604,???,??? ???,Gifu,Gifu-ken Shirakawa-mura,Shirakawa-mura,63,0,0,63,1,1026,9.18,77.66372178,1.038661281,1733,7992,6000,53.07317116,6.92440854,1442062.32,1.1,41,-42.05
22100,???,??? ???,Shizuoka,Shizuoka-ken Shizuoka-shi,Shizuoka-shi,872,0,0,872,1,1414,6.13,75.38902858,0.288328491,716197,33068,127500,41.83386682,11.83054383,1473859.998,5.5,91,-36.3
22130,???,??? ???,Shizuoka,Shizuoka-ken Hamamatsu-shi,Hamamatsu-shi,4905,1,0,4906,2,1439,7.48,65.20371749,0.163323203,800866,48576,68500,53.11233444,11.68734845,1435354.439,6.1,88,#N/A
22203,???,??? ???,Shizuoka,Shizuoka-ken Numazu-shi,Numazu-shi,299,0,0,299,1,1374,6.56,49.60987602,0.399398924,202304,9231,105000,40.82853249,17.90374881,1501443.046,7.1,105,-31.42
22205,???,??? ???,Shizuoka,Shizuoka-ken Atami-shi,Atami-shi,50,0,0,50,1,1263,7.16,59.55202078,0.270126985,39611,2251,60500,40.82853249,13.45585822,1330223.297,8.7,96,-14.65
22206,???,??? ???,Shizuoka,Shizuoka-ken Mishima-shi,Mishima-shi,121,0,0,121,1,1359,6.38,37.74344117,0.315635115,111838,3777,122900,31.87790162,12.33927645,1545828.806,6.4,97,2.32
22207,????,??? ????,Shizuoka,Shizuoka-ken Fujinomiya-shi,Fujinomiya-shi,1157,0,0,1163,2,1377,3.67,62.84480321,0.056060181,132001,13967,,53.13645375,8.371148703,1371552.958,5.7,93,-35.05
22208,???,??? ???,Shizuoka,Shizuoka-ken Ito-shi,Ito-shi,272,0,0,273,2,1291,6.68,54.91823089,0.317762504,71437,5453,38600,40.82853249,10.55475454,1155624.074,6.8,84,38.7
22209,???,??? ???,Shizuoka,Shizuoka-ken Shimada-shi,Shimada-shi,380,0,1,381,2,1402,6.55,65.98391794,0.255295385,100276,10553,56400,43.85996823,8.077705533,1320149.886,5.4,79,-44.11
22210,???,??? ???,Shizuoka,Shizuoka-ken Fuji-shi,Fuji-shi,600,0,4,604,2,1388,4.98,49.31434169,0.293275912,254027,12347,73900,42.50717769,11.66411444,1469302.255,5.9,109,-54.74
22211,???,??? ???,Shizuoka,Shizuoka-ken Iwata-shi,Iwata-shi,1390,2,0,1392,2,1444,7.59,16.09580692,0.118606375,168625,13543,57600,40.28234351,9.690140845,1373778.864,5.7,96,-12.18
22212,???,??? ???,Shizuoka,Shizuoka-ken Yaizu-shi,Yaizu-shi,468,0,0,468,1,1417,6.83,5.357902197,0.159163415,143249,6668,71500,43.85996823,11.14841988,1385070.213,6.2,94,-21.22
22213,???,??? ???,Shizuoka,Shizuoka-ken Kakegawa-shi,Kakegawa-shi,1482,9,0,1491,2,1412,6.46,42.3672025,0.252657632,116363,15031,46800,40.28234351,10.5961517,1393233.261,5.7,98,-24.66
22214,???,??? ???,Shizuoka,Shizuoka-ken Fujieda-shi,Fujieda-shi,329,0,0,329,1,1415,6.57,47.57511725,0.172351936,142151,10129,72200,43.85996823,9.166309066,1407449.051,4.9,87,-28.7
22215,????,??? ????,Shizuoka,Shizuoka-ken Gotemba-shi,Gotemba-shi,326,0,1,327,2,1298,6.56,40.9289421,0.124677075,89030,7755,78500,31.87790162,14.88262383,1491464.181,4.8,109,-41.72
22216,???,??? ???,Shizuoka,Shizuoka-ken Fukuroi-shi,Fukuroi-shi,673,0,1,674,2,1424,6.37,20.36661754,0.076609386,84846,8407,43300,40.28234351,11.27925889,1335166.148,5.1,91,-33.95
22219,???,??? ???,Shizuoka,Shizuoka-ken Shimoda-shi,Shimoda-shi,251,0,0,251,1,1358,7.8,74.56542502,0.471754688,25013,2557,57800,40.82853249,8.795426378,1075693.16,7.1,53,-22.41
22220,???,??? ???,Shizuoka,Shizuoka-ken Susono-shi,Susono-shi,240,0,0,240,1,1321,5.93,61.42062288,0.0733326,54546,4414,92000,31.87790162,9.368239651,1517608.129,6.2,133,-9.43
22221,???,??? ???,Shizuoka,Shizuoka-ken Kosai-shi,Kosai-shi,850,0,0,850,1,1428,7.11,21.76572418,0.078193888,60107,4910,,59.60257026,11.86217911,1413152.877,4.5,111,-10.04
22222,???,??? ???,Shizuoka,Shizuoka-ken Izu-shi,Izu-shi,430,0,0,430,1,1309,6.8,81.32263648,0.149114087,34202,6877,44400,40.82853249,8.654464651,1159749.927,5.5,60,-17.5
22223,????,??? ????,Shizuoka,Shizuoka-ken Omaezaki-shi,Omaezaki-shi,768,11,0,782,3,1434,7.63,24.00546614,2.198847262,34700,4836,19600,42.07115587,8.674351585,1310672.997,4.9,136,8.88
22224,???,??? ???,Shizuoka,Shizuoka-ken Kikugawa-shi,Kikugawa-shi,495,0,0,495,1,1415,6.57,22.30475382,0.051019324,47041,7092,28000,40.28234351,8.992155779,1256621.798,4.3,76,-8.23
22225,?????,??? ?????,Shizuoka,Shizuoka-ken Izunokuni-shi,Izunokuni-shi,239,0,0,239,1,1348,6.66,52.8772041,0.50335911,49269,4279,84600,36.35321706,11.69092127,1307115.529,6.7,80,9.66
22226,????,??? ????,Shizuoka,Shizuoka-ken Makinohara-shi,Makinohara-shi,796,5,1,802,3,1419,7.17,28.5010745,0.024480304,49019,7665,40500,43.85996823,8.343703462,1222030.478,4.3,87,8.23
22301,????,??? ????,Shizuoka,Shizuoka-ken Higashiizu-cho,Higashiizu-cho,86,2,0,88,2,1334,7.77,69.60041115,0.163538111,14064,2027,44400,40.82853249,8.816837315,986781.6411,6.5,73,-22.9
22302,???,??? ???,Shizuoka,Shizuoka-ken Kawazu-cho,Kawazu-cho,305,0,0,331,2,1256,7.7,79.06538347,0.075018755,7998,1892,30200,40.82853249,8.502125531,980520.13,5.1,41,-10.74
22304,????,??? ????,Shizuoka,Shizuoka-ken Minamiizu-cho,Minamiizu-cho,95,5,0,100,2,1351,8.11,75.96527715,0.136612022,9516,2527,21900,40.82853249,5.254308533,873414.5649,6.4,31,-32.5
22305,???,??? ???,Shizuoka,Shizuoka-ken Matsuzaki-cho,Matsuzaki-cho,4,0,0,4,1,1224,7.65,83.86718292,0.10453417,7653,1362,36400,40.82853249,7.056056448,949211.4204,5.8,36,33.57
22306,????,??? ????,Shizuoka,Shizuoka-ken Nishiizu-cho,Nishiizu-cho,25,0,0,25,1,1318,7.75,87.10197119,0.095046995,9469,1254,41700,40.82853249,6.442074137,970165.0649,5.6,40,-15.18
22325,???,??? ???,Shizuoka,Shizuoka-ken Kannami-cho,Kannami-cho,405,0,0,405,1,1312,6.72,50.22263166,0.11148272,38571,2904,94500,31.87790162,12.88532836,1324188.328,7,80,-10
22341,???,??? ???,Hokkaido,Shizuoka-ken Shimizu-cho,Shimizu-cho,86,0,0,87,2,1478,6.47,9.841628959,0.058819887,32302,795,114000,40.82853249,15.44795988,1442393.381,6.7,99,-17.46
22342,???,??? ???,Shizuoka,Shizuoka-ken Nagaizumi-cho,Nagaizumi-cho,50,0,0,53,2,1328,5.74,40.51301396,0.149645512,40763,1558,113300,40.82853249,12.87932684,1633718.617,6.2,144,-18.23
22344,???,??? ???,Shizuoka,Shizuoka-ken Oyama-cho,Oyama-cho,45,0,1,46,2,1300,6.23,65.38602806,0.16481652,20629,4907,43200,31.87790162,7.707596103,1439316.06,4.7,102,3.17
22424,???,??? ???,Shizuoka,Shizuoka-ken Yoshida-cho,Yoshida-cho,267,0,0,267,1,1424,7.06,1.439539347,0.077142378,29815,2053,46800,43.85996823,9.324165688,1331183.196,4.5,106,-13.19
22429,????,??? ????,Shizuoka,Shizuoka-ken Kawanehon-cho,Kawanehon-cho,122,0,0,122,1,1136,8.12,90.32452891,1.59772108,8074,4767,14300,43.85996823,2.229378251,1019853.356,2.9,39,7.7
22461,??,??? ??,Shizuoka,Shizuoka-ken Mori-machi,Mori-machi,72,0,0,75,2,1347,6.4,71.03257621,0.056598919,19435,3765,32800,40.28234351,5.917159763,1233822.897,4.9,66,-19.07
23100,????,??? ????,Aichi,Aichi-ken Nagoya-shi,Nagoya-shi,921,0,3,924,2,1376,5.78,3.492326073,0.49026147,2263894,31431,155000,34.35054634,25.55640856,1697922.472,5.8,104,9.32
23201,???,??? ???,Aichi,Aichi-ken Toyohashi-shi,Toyohashi-shi,1907,0,2,1911,4,1414,6.76,16.234934,0.248762163,376665,21854,88800,36.57124381,17.15317324,1413845.624,4.9,100,11.38
23202,???,??? ???,Aichi,Aichi-ken Okazaki-shi,Okazaki-shi,692,0,0,692,1,1390,6.02,60.0867679,0.26560532,372357,15278,94300,32.33937037,15.20315181,1591533.904,5.1,109,-6.86
23203,???,??? ???,Aichi,Aichi-ken Ichinomiya-shi,Ichinomiya-shi,650,0,0,650,1,1367,5.12,0,0.16245516,378566,11391,79000,40.4194088,18.60970082,1323094.353,5.3,84,-3.58
23204,???,??? ???,Aichi,Aichi-ken Seto-shi,Seto-shi,213,0,0,216,2,1383,5.51,56.53615267,0.056721926,132224,4773,65900,42.84311557,12.38806873,1397722.501,5,92,-7.61
23205,???,??? ???,Aichi,Aichi-ken Handa-shi,Handa-shi,302,0,2,304,2,1402,6.57,2.878916173,0.222169859,118828,4568,84500,46.7265086,16.41027367,1512078.921,5.2,107,9.99
23206,????,??? ????,Aichi,Aichi-ken Kasugai-shi,Kasugai-shi,284,0,0,284,1,1373,5.32,18.67112501,0.168210781,305569,7515,101600,49.12600522,17.64576904,1504705.029,5.1,104,-11.44
