Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I am open to the possibility of holding elective office in the future.,1.200000047683716,2.25,.4285714626312256,.7999999523162842,0,37,Moderate,Moderate,Bachelors Degree,White,3,Male,Democrat,Democrat,5,5,5,5,6,6,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,0,1.857142925262451,3,3,64,Very Conservative,Conservative,Some College,White,1,Female,Lean-Democrat,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,2.285714149475098,2.400000095367432,2.200000047683716,26,Moderate,Moderate,High School,White,3,Female,Independent,Independent,7,3,3,3,6,8,5,7,3,8
I have absolutely no interest in holding elective office at any time in the future.,3,2,2.285714149475098,3,3,59,Very Conservative,Conservative,Graduate Degree,White,10,Male,Strong Republican,Republican,2,1,6,5,5,2,2,2,1,1
I am open to the possibility of holding elective office in the future.,1.400000095367432,3,1.571428537368774,3,1.200000047683716,42,Somewhat Conservative,Conservative,Some College,White,4,Male,Independent,Independent,8,5,5,6,6,8,5,8,7,8
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.25,1.714285612106323,2.599999904632568,2.599999904632568,63,Liberal,Liberal,Some College,White,1,Male,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.75,1.428571462631226,2,1.400000095367432,61,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Female,Lean-Democrat,Independent,0,0,0,5,2,0,0,5,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,1.25,2.285714149475098,2.599999904632568,2.799999952316284,46,Liberal,Liberal,Bachelors Degree,White,4,Female,Lean-Democrat,Independent,8,6,5,6,6,6,8,6,7,8
I am open to the possibility of holding elective office in the future.,1.599999904632568,2,2.285714149475098,2.200000047683716,2.400000095367432,52,Somewhat Liberal,Liberal,High School,White,4,Female,Lean-Democrat,Independent,7,6,8,7,6,8,7,6,7,7
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,1.857142925262451,1.799999952316284,2.599999904632568,58,Very Conservative,Conservative,Some College,White,3,Female,Strong Republican,Republican,4,0,0,0,0,0,0,4,0,0
I am open to the possibility of holding elective office in the future.,1.599999904632568,2,1.285714387893677,1.599999904632568,1,50,Somewhat Conservative,Conservative,Some College,White,1,Female,Lean-Democrat,Independent,8,10,7,7,7,8,7,7,7,7
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.75,1.285714387893677,1.599999904632568,2,66,Somewhat Liberal,Liberal,Some College,White,2,Male,Democrat,Democrat,1,1,1,1,9,5,6,1,1,1
I am open to the possibility of holding elective office in the future.,2.200000047683716,1,1.857142925262451,2.599999904632568,2.799999952316284,35,Moderate,Moderate,Some College,White,5,Female,Strong Republican,Republican,7,7,6,6,7,8,7,7,7,7
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,2.285714149475098,3,2.400000095367432,77,Somewhat Conservative,Conservative,Some College,White,2,Female,Independent,Independent,5,0,5,2,6,1,1,6,3,2
I have absolutely no interest in holding elective office at any time in the future.,2,2,2,1.599999904632568,2.400000095367432,73,Moderate,Moderate,Bachelors Degree,White,3,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,1.285714387893677,1.200000047683716,1.200000047683716,63,Moderate,Moderate,Graduate Degree,White,3,Female,Lean-Democrat,Independent,2,2,1,2,2,2,2,3,1,2
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,.7142856121063232,1.799999952316284,1.799999952316284,82,Somewhat Conservative,Conservative,High School,White,3,Male,Republican,Republican,5,3,5,6,5,6,5,6,6,5
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,2,2,2,60,Moderate,Moderate,Bachelors Degree,White,2,Male,Republican,Republican,4,5,5,6,6,7,5,3,6,3
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.285714387893677,2,2.799999952316284,66,Conservative,Conservative,High School,White,1,Male,Strong Republican,Republican,0,0,3,7,6,9,7,8,9,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.5,1.571428537368774,2,3,75,Somewhat Liberal,Liberal,High School,White,2,Male,Independent,Independent,10,5,1,4,10,7,5,10,1,8
I have absolutely no interest in holding elective office at any time in the future.,2,1,1.714285612106323,2.400000095367432,.7999999523162842,64,Moderate,Moderate,Bachelors Degree,White,4,Male,Independent,Independent,3,1,1,1,3,6,1,5,2,1
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,1.857142925262451,2.599999904632568,2.400000095367432,79,Conservative,Conservative,High School,White,2,Female,Republican,Republican,8,1,2,2,4,2,3,6,7,8
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I am open to the possibility of holding elective office in the future.,3,1.5,2.857142925262451,2.799999952316284,3,53,Moderate,Moderate,Some College,White,3,Male,Republican,Republican,9,7,5,7,10,8,5,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,2.714285850524902,3,3,67,Very Liberal,Liberal,Graduate Degree,White,5,Male,Strong Democrat,Democrat,10,10,10,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.75,1.714285612106323,2.799999952316284,3,57,Very Conservative,Conservative,Some College,White,4,Female,Strong Republican,Republican,2,1,2,1,6,8,1,7,7,0
I am open to the possibility of holding elective office in the future.,1.799999952316284,2.25,1.857142925262451,2.599999904632568,2.599999904632568,55,Very Liberal,Liberal,Some College,White,4,Male,Strong Democrat,Democrat,10,5,0,5,10,10,5,10,9,9
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.25,1.857142925262451,2.799999952316284,2,52,Conservative,Conservative,Some College,White,10,Male,Republican,Republican,8,1,7,7,9,8,6,9,9,7
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,.75,1.142857074737549,2.200000047683716,1.599999904632568,69,Moderate,Moderate,Bachelors Degree,White,4,Male,Independent,Independent,5,2,4,3,4,2,2,5,6,2
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.25,1.428571462631226,2.400000095367432,2.200000047683716,36,Conservative,Conservative,Some College,White,4,Female,Strong Republican,Republican,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,2,2.400000095367432,2.400000095367432,59,Liberal,Liberal,Some College,Native American,5,Male,Democrat,Democrat,8,1,1,1,6,1,1,7,7,7
I have absolutely no interest in holding elective office at any time in the future.,1,2.5,1.285714387893677,1,2,83,Moderate,Moderate,High School,White,1,Male,Lean-Democrat,Independent,1,0,0,1,0,9,0,9,8,1
I am open to the possibility of holding elective office in the future.,2,2,2.714285850524902,2.799999952316284,2.599999904632568,43,Moderate,Moderate,Bachelors Degree,Asian,10,Male,Strong Democrat,Democrat,8,8,8,9,9,9,9,9,10,8
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.5,2.142857074737549,2.799999952316284,1.799999952316284,58,Very Conservative,Conservative,Bachelors Degree,White,2,Male,Strong Republican,Republican,3,3,5,4,5,9,6,3,8,3
I have absolutely no interest in holding elective office at any time in the future.,3,2.25,2.285714149475098,2.400000095367432,3,67,Somewhat Conservative,Conservative,High School,White,4,Female,Republican,Republican,5,5,1,1,5,6,1,1,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,2.285714149475098,2.400000095367432,3,69,Liberal,Liberal,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,5,0,0,5,7,5,0,7,5,7
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,1.714285612106323,1.400000095367432,3,58,Very Conservative,Conservative,Some College,White,2,Female,Strong Republican,Republican,5,1,1,1,6,5,1,10,8,5
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.75,2.428571462631226,3,3,67,Somewhat Conservative,Conservative,Bachelors Degree,White,5,Female,Lean Republican,Independent,10,0,10,1,1,1,1,1,1,10
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.5,1.571428537368774,2.599999904632568,1.599999904632568,58,Moderate,Moderate,Some College,White,2,Female,Independent,Independent,5,0,0,2,5,0,0,1,0,9
I am open to the possibility of holding elective office in the future.,2.599999904632568,1.75,2.571428537368774,3,2.799999952316284,68,Very Liberal,Liberal,High School,Black,2,Female,Strong Democrat,Democrat,10,7,9,6,9,10,8,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.25,1.857142925262451,1.400000095367432,2.599999904632568,70,Moderate,Moderate,High School,White,2,Female,Democrat,Democrat,9,8,9,8,10,8,8,9,10,8
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,.5,2.857142925262451,2.599999904632568,2.400000095367432,52,Liberal,Liberal,Bachelors Degree,White,4,Male,Strong Democrat,Democrat,4,6,7,3,7,4,8,9,8,5
I have absolutely no interest in holding elective office at any time in the future.,2,1.75,1.428571462631226,2.799999952316284,2.200000047683716,74,Somewhat Conservative,Conservative,Some College,White,4,Male,Republican,Republican,8,8,5,7,5,8,8,8,8,10
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.75,1.857142925262451,2.200000047683716,2.200000047683716,69,Very Conservative,Conservative,Some College,White,4,Male,Strong Republican,Republican,5,1,1,1,6,5,1,7,6,5
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.571428537368774,2.200000047683716,2,62,Moderate,Moderate,High School,White,2,Male,Independent,Independent,5,5,8,4,5,5,5,5,2,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.5,1.857142925262451,2.400000095367432,2.599999904632568,51,Moderate,Moderate,High School,White,1,Female,Independent,Independent,3,2,2,1,2,3,2,2,1,2
I have absolutely no interest in holding elective office at any time in the future.,1,.75,2,2.400000095367432,2.200000047683716,52,Liberal,Liberal,High School,White,2,Male,Lean-Democrat,Independent,1,1,1,1,1,1,1,1,1,1
I am open to the possibility of holding elective office in the future.,2.799999952316284,1.75,2.857142925262451,2.799999952316284,2.400000095367432,74,Conservative,Conservative,Graduate Degree,White,10,Male,Republican,Republican,9,5,5,5,9,5,8,5,7,9
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,2.428571462631226,2.799999952316284,1.200000047683716,50,Conservative,Conservative,Bachelors Degree,White,1,Male,Strong Republican,Republican,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2.25,2.857142925262451,2.799999952316284,2.799999952316284,50,Moderate,Moderate,High School,White,3,Female,Republican,Republican,10,1,3,10,8,8,5,10,7,5
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,2.857142925262451,2.799999952316284,1.400000095367432,52,Moderate,Moderate,Bachelors Degree,White,3,Male,Independent,Independent,1,1,1,1,1,1,1,1,1,1
I have absolutely no interest in holding elective office at any time in the future.,2,2.5,1.428571462631226,3,2.799999952316284,67,Very Conservative,Conservative,Some College,White,3,Male,Strong Republican,Republican,10,0,5,3,5,7,2,10,4,3
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,1.428571462631226,2.400000095367432,2,41,Very Conservative,Conservative,Bachelors Degree,White,2,Female,Strong Republican,Republican,5,0,0,0,5,0,0,5,0,4
I am open to the possibility of holding elective office in the future.,2.799999952316284,1.25,2.857142925262451,2.799999952316284,3,29,Somewhat Conservative,Conservative,Some College,Black,2,Female,Democrat,Democrat,4,8,5,7,5,6,5,5,5,8
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,2.25,.8571429252624512,2.400000095367432,1.599999904632568,54,Very Conservative,Conservative,High School,White,1,Female,Democrat,Democrat,0,0,0,0,6,6,0,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,2.428571462631226,3,2,73,Somewhat Conservative,Conservative,Bachelors Degree,White,7,Male,Lean Republican,Independent,8,2,2,5,6,4,1,8,4,2
I have absolutely no interest in holding elective office at any time in the future.,1,2,2.142857074737549,2.400000095367432,2.599999904632568,67,Somewhat Liberal,Liberal,Some College,White,2,Male,Lean-Democrat,Independent,7,3,4,3,6,7,3,8,5,8
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.5,1.714285612106323,2.599999904632568,1.599999904632568,57,Moderate,Moderate,Bachelors Degree,Black,5,Male,Strong Democrat,Democrat,7,8,7,8,8,8,7,10,7,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2.25,2.142857074737549,2.799999952316284,2.200000047683716,67,Very Conservative,Conservative,Graduate Degree,White,2,Male,Strong Republican,Republican,8,1,8,3,8,5,1,5,8,1
I am open to the possibility of holding elective office in the future.,1.200000047683716,.25,1.571428537368774,2,2.400000095367432,57,Very Conservative,Conservative,Bachelors Degree,White,1,Male,Strong Republican,Republican,8,7,6,6,7,6,7,8,7,8
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,3,1.142857074737549,1,.7999999523162842,21,Moderate,Moderate,High School,Black,4,Male,Independent,Independent,5,1,1,1,7,7,1,8,3,1
I am open to the possibility of holding elective office in the future.,1.599999904632568,1.5,2.571428537368774,2.599999904632568,2,66,Moderate,Moderate,Graduate Degree,Multi-Racial,1,Male,Independent,Independent,6,5,5,5,6,6,3,6,5,6
I have absolutely no interest in holding elective office at any time in the future.,3,2.75,2.142857074737549,3,3,63,Somewhat Conservative,Conservative,Graduate Degree,White,4,Male,Republican,Republican,7,5,8,5,7,5,5,6,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.25,2.714285850524902,2.799999952316284,2.799999952316284,66,Very Liberal,Liberal,Graduate Degree,White,4,Female,Strong Democrat,Democrat,1,0,0,1,1,1,0,3,1,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.75,2.285714149475098,2.599999904632568,2.799999952316284,58,Liberal,Liberal,Graduate Degree,Hispanic,8,Female,Strong Democrat,Democrat,7,2,1,2,8,7,5,9,7,9
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,1.142857074737549,2.599999904632568,2.400000095367432,74,Somewhat Liberal,Liberal,Bachelors Degree,White,5,Female,Democrat,Democrat,1,0,0,0,1,0,0,2,0,1
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.25,2.571428537368774,3,3,61,Somewhat Conservative,Conservative,Some College,White,3,Female,Democrat,Democrat,1,0,1,1,0,0,0,0,0,1
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,3,2.857142925262451,3,2.799999952316284,68,Somewhat Liberal,Liberal,Some College,White,1,Female,Democrat,Democrat,8,2,7,5,8,7,3,8,5,4
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.5,2,2.400000095367432,2.400000095367432,70,Conservative,Conservative,High School,White,5,Male,Republican,Republican,6,2,4,4,6,5,4,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.75,1.857142925262451,2.599999904632568,2.200000047683716,74,Conservative,Conservative,Some College,White,3,Male,Strong Republican,Republican,6,1,2,4,5,5,2,2,2,4
I have absolutely no interest in holding elective office at any time in the future.,3,1.25,2.714285850524902,2.799999952316284,3,70,Conservative,Conservative,High School,White,3,Male,Lean Republican,Independent,5,0,7,5,5,9,1,5,5,1
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,1.571428537368774,2.599999904632568,3,45,Somewhat Conservative,Conservative,High School,White,3,Female,Republican,Republican,7,3,10,7,10,9,7,7,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.25,1.285714387893677,3,2,69,Somewhat Conservative,Conservative,High School,White,1,Female,Independent,Independent,1,0,1,1,8,0,0,9,1,0
I have absolutely no interest in holding elective office at any time in the future.,3,2.25,2.428571462631226,3,2.799999952316284,70,Moderate,Moderate,Some College,White,3,Male,Lean-Democrat,Independent,4,2,4,4,6,5,6,8,9,9
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,.5714285373687744,1.799999952316284,1,63,Very Conservative,Conservative,Bachelors Degree,White,5,Male,Strong Republican,Republican,8,0,1,1,1,4,1,2,8,3
I am open to the possibility of holding elective office in the future.,.5999999046325684,2.75,1,2.799999952316284,2.599999904632568,56,Very Conservative,Conservative,Graduate Degree,White,2,Male,Lean Republican,Independent,10,0,0,0,8,0,0,8,1,8
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.75,2,3,3,65,Conservative,Conservative,Some College,White,7,Female,Democrat,Democrat,2,2,2,5,6,2,3,5,5,2
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.857142925262451,2.799999952316284,2,57,Moderate,Moderate,Some College,White,5,Female,Independent,Independent,1,1,1,2,1,1,1,1,1,2
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2,2,2.400000095367432,2.599999904632568,47,Conservative,Conservative,Some College,White,4,Female,Republican,Republican,0,0,0,0,0,0,0,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,2,2.400000095367432,2,68,Liberal,Liberal,Bachelors Degree,White,3,Male,Strong Democrat,Democrat,7,5,6,5,5,7,5,7,5,8
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1,2.285714149475098,2.400000095367432,2.799999952316284,42,Very Conservative,Conservative,Some College,White,1,Male,Independent,Independent,0,0,0,0,5,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,3,1.285714387893677,3,2.599999904632568,66,Moderate,Moderate,Some College,White,3,Male,Lean Republican,Independent,10,0,0,0,10,5,0,5,5,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,.75,1.857142925262451,2.599999904632568,3,61,Somewhat Conservative,Conservative,Bachelors Degree,White,2,Female,Independent,Independent,5,0,0,1,5,0,0,6,0,5
I am open to the possibility of holding elective office in the future.,2.599999904632568,2.5,2.714285850524902,2.799999952316284,2.400000095367432,70,Conservative,Conservative,Bachelors Degree,White,8,Male,Lean Republican,Independent,8,6,8,7,8,8,8,8,7,8
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.5,1.142857074737549,2.400000095367432,1.400000095367432,71,Liberal,Liberal,Bachelors Degree,White,4,Male,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,2.75,2.142857074737549,2.799999952316284,2.400000095367432,69,Somewhat Conservative,Conservative,Some College,White,2,Male,Republican,Republican,0,0,0,0,5,1,0,6,5,1
I am open to the possibility of holding elective office in the future.,1,1.75,1,1.200000047683716,1.200000047683716,68,Liberal,Liberal,Some College,Black,1,Male,Strong Democrat,Democrat,8,5,9,7,7,9,7,9,9,8
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.75,2.857142925262451,2.799999952316284,1.799999952316284,90,Moderate,Moderate,Graduate Degree,White,8,Male,Lean-Democrat,Independent,6,5,3,5,5,5,6,6,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.5,2.571428537368774,1.799999952316284,3,33,Liberal,Liberal,Graduate Degree,Hispanic,5,Male,Strong Democrat,Democrat,10,7,1,7,6,8,8,10,5,10
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.75,2.142857074737549,2.400000095367432,2.599999904632568,57,Somewhat Conservative,Conservative,Some College,White,2,Male,Lean-Democrat,Independent,8,6,7,5,6,8,5,5,7,6
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,2.285714149475098,2.599999904632568,2,44,Very Liberal,Liberal,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,6,1,1,1,6,5,1,8,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1,2.285714149475098,2.400000095367432,3,62,Moderate,Moderate,Graduate Degree,White,3,Female,Independent,Independent,10,4,1,6,5,5,7,10,8,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.75,1.714285612106323,2.599999904632568,2.200000047683716,73,Somewhat Conservative,Conservative,Some College,White,1,Female,Independent,Independent,8,2,6,5,2,2,1,5,2,6
I have absolutely no interest in holding elective office at any time in the future.,2,2,1.857142925262451,2.400000095367432,2.200000047683716,66,Conservative,Conservative,Some College,White,3,Male,Strong Republican,Republican,5,1,3,3,8,9,7,10,9,10
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,1.25,1,1.599999904632568,1.599999904632568,53,Liberal,Liberal,Some College,Multi-Racial,2,Female,Lean-Democrat,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,.5999999046325684,1.5,2.142857074737549,2.599999904632568,2.200000047683716,71,Moderate,Moderate,Bachelors Degree,Multi-Racial,5,Female,Independent,Independent,5,0,0,0,5,0,0,6,1,7
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.75,2.142857074737549,2.599999904632568,2.599999904632568,52,Moderate,Moderate,Bachelors Degree,White,3,Female,Lean-Democrat,Independent,9,8,5,8,8,5,9,8,8,9
I am open to the possibility of holding elective office in the future.,2.799999952316284,3,2.142857074737549,2.200000047683716,2,77,Somewhat Conservative,Conservative,Graduate Degree,White,2,Male,Independent,Independent,6,4,8,3,10,3,3,4,6,10
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,.75,.8571429252624512,2.200000047683716,2.599999904632568,46,Liberal,Liberal,Some College,White,2,Female,Democrat,Democrat,5,5,7,8,6,8,5,9,7,9
I have absolutely no interest in holding elective office at any time in the future.,3,2,3,2.799999952316284,3,54,Somewhat Liberal,Liberal,Some College,White,10,Female,Independent,Independent,6,7,6,2,6,6,4,7,6,8
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,3,2.571428537368774,2.799999952316284,2,27,Moderate,Moderate,Bachelors Degree,White,2,Male,Independent,Independent,6,0,0,0,5,0,0,7,1,10
I have absolutely no interest in holding elective office at any time in the future.,2,1.5,2.428571462631226,3,2.200000047683716,76,Conservative,Conservative,Bachelors Degree,White,4,Male,Democrat,Democrat,5,8,8,6,5,5,6,6,5,5
I have absolutely no interest in holding elective office at any time in the future.,2,1,1.571428537368774,1.799999952316284,1.599999904632568,82,Somewhat Conservative,Conservative,Bachelors Degree,White,2,Male,Lean Republican,Independent,4,5,2,6,7,8,6,7,6,6
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,1.714285612106323,2.200000047683716,1.799999952316284,61,Moderate,Moderate,Bachelors Degree,White,1,Male,Lean-Democrat,Independent,8,4,6,6,6,4,3,7,3,4
I am open to the possibility of holding elective office in the future.,1.799999952316284,1.25,1.714285612106323,1.599999904632568,1.799999952316284,59,Liberal,Liberal,Some College,White,5,Male,Strong Democrat,Democrat,5,0,5,1,6,0,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2,1.857142925262451,2.200000047683716,1.400000095367432,75,Conservative,Conservative,Some College,White,4,Male,Strong Republican,Republican,5,1,4,5,6,6,5,6,2,6
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2,1.571428537368774,2.400000095367432,3,73,Moderate,Moderate,Some College,White,3,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2,1.714285612106323,1.400000095367432,2,70,Moderate,Moderate,Bachelors Degree,White,1,Male,Democrat,Democrat,5,2,2,1,2,2,2,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2.75,1.571428537368774,2.400000095367432,2,73,Very Conservative,Conservative,High School,White,1,Female,Strong Republican,Republican,10,1,5,7,9,7,1,10,8,10
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.75,1.428571462631226,2,2.200000047683716,76,Somewhat Conservative,Conservative,Some College,White,5,Male,Republican,Republican,5,1,1,3,5,8,5,7,5,5
I am open to the possibility of holding elective office in the future.,2.400000095367432,2.75,2.142857074737549,2.599999904632568,2.200000047683716,61,Liberal,Liberal,Bachelors Degree,White,2,Male,Lean-Democrat,Independent,7,0,0,0,2,0,0,0,0,7
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,1.75,2.428571462631226,3,3,61,Liberal,Liberal,Bachelors Degree,White,6,Female,Independent,Independent,6,5,5,5,5,5,5,5,5,5
I am open to the possibility of holding elective office in the future.,1.799999952316284,2.5,1.571428537368774,1.799999952316284,1.400000095367432,29,Moderate,Moderate,Some College,White,2,Male,Independent,Independent,6,5,7,7,5,8,6,6,5,6
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.75,1.714285612106323,2.799999952316284,2,74,Conservative,Conservative,Some College,White,4,Male,Republican,Republican,7,5,6,6,8,6,5,8,7,9
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.75,1.571428537368774,2.599999904632568,2.200000047683716,60,Conservative,Conservative,Some College,White,2,Male,Lean-Democrat,Independent,7,1,2,1,6,1,2,8,3,5
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.75,2.285714149475098,2.200000047683716,2.200000047683716,67,Moderate,Moderate,Graduate Degree,White,2,Female,Democrat,Democrat,9,0,1,2,8,4,0,4,3,7
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,0,2.428571462631226,1.799999952316284,1.799999952316284,59,Very Liberal,Liberal,Graduate Degree,White,5,Male,Independent,Independent,1,1,5,5,1,1,1,4,1,1
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2,2,2.799999952316284,2.200000047683716,64,Moderate,Moderate,Some College,White,6,Male,Democrat,Democrat,8,6,5,6,8,8,6,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,0,2.428571462631226,2.599999904632568,1.799999952316284,34,Very Liberal,Liberal,Bachelors Degree,White,10,Female,Democrat,Democrat,1,1,0,10,0,10,0,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,3,.75,3,2.400000095367432,3,37,Very Conservative,Conservative,Some College,White,6,Female,Republican,Republican,10,9,10,10,10,8,10,10,10,10
I am open to the possibility of holding elective office in the future.,2,2.75,1.857142925262451,2.200000047683716,3,68,Moderate,Moderate,Bachelors Degree,White,5,Male,Lean-Democrat,Independent,8,0,3,5,7,8,5,8,0,8
I am open to the possibility of holding elective office in the future.,1.799999952316284,1.25,1.571428537368774,1,1.200000047683716,33,Somewhat Liberal,Liberal,Graduate Degree,White,6,Female,Republican,Republican,6,4,5,3,5,4,7,4,7,4
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.75,2,2,2.400000095367432,33,Moderate,Moderate,Bachelors Degree,Black,3,Male,Lean-Democrat,Independent,5,4,6,4,6,6,3,7,5,4
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.5,2.285714149475098,3,3,55,Moderate,Moderate,Some College,Black,2,Female,Strong Democrat,Democrat,10,10,10,5,10,10,5,10,10,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,.5,2.857142925262451,3,2.799999952316284,53,Very Liberal,Liberal,Some College,White,2,Male,Strong Democrat,Democrat,8,9,9,9,8,7,10,8,9,9
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.5,1.142857074737549,1.200000047683716,1.400000095367432,89,Somewhat Conservative,Conservative,Bachelors Degree,White,1,Male,Independent,Independent,2,2,1,1,2,7,3,6,2,2
